CO(GT),C6H6(GT),NOx(GT),NO2(GT),T,RH,AH,Date,Time,PollutionLevel
0.168067227,0.186813187,0.120351589,0.311764706,0.66367713,0.322435175,0.521290901,9/19/2004,13.00.00,2
0.168067227,0.169544741,0.092630156,0.255882353,0.668161435,0.321307779,0.529359032,9/19/2004,14.00.00,1
0.100840336,0.080062794,0.08045977,0.205882353,0.697309417,0.294250282,0.521290901,9/19/2004,15.00.00,0
0.151260504,0.130298273,0.130493577,0.311764706,0.775784753,0.25253664,0.543254146,9/19/2004,16.00.00,1
0.361344538,0.324960754,0.2224476,0.444117647,0.744394619,0.286358512,0.570147916,9/19/2004,17.00.00,2
0.319327731,0.263736264,0.279242732,0.526470588,0.67264574,0.354002255,0.585835948,9/19/2004,18.00.00,2
0.369747899,0.320251177,0.330628803,0.552941176,0.616591928,0.429537768,0.616763783,9/19/2004,19.00.00,2
0.319327731,0.240188383,0.317782285,0.55,0.587443946,0.479143179,0.637830569,9/19/2004,20.00.00,2
0.159663866,0.138147567,0.154158215,0.355882353,0.553811659,0.523111612,0.63693411,9/19/2004,21.00.00,2
0.142857143,0.133437991,0.114266396,0.291176471,0.529147982,0.563697858,0.644554012,9/19/2004,22.00.00,1
0.151260504,0.136577708,0.127789047,0.294117647,0.50896861,0.604284104,0.655759749,9/19/2004,23.00.00,1
0.092436975,0.089481947,0.067613252,0.232352941,0.50896861,0.606538895,0.657552667,9/20/2004,00.00.00,1
0.067226891,0.062794349,0.048005409,0.167647059,0.511210762,0.597519729,0.653518602,9/20/2004,01.00.00,0
0.058823529,0.047095761,0.035158891,0.126470588,0.479820628,0.649379932,0.648588077,9/20/2004,02.00.00,0
0.050420168,0.034536892,0,0,0.446188341,0.702367531,0.643657553,9/20/2004,03.00.00,0
0.042016807,0.034536892,0.038539554,0.147058824,0.437219731,0.71589628,0.639623487,9/20/2004,04.00.00,0
0.042016807,0.042386185,0.046653144,0.138235294,0.452914798,0.685456595,0.638278799,9/20/2004,05.00.00,0
0.075630252,0.073783359,0.085192698,0.176470588,0.434977578,0.71589628,0.633796504,9/20/2004,06.00.00,0
0.294117647,0.340659341,0.254225828,0.267647059,0.419282511,0.73957159,0.629314209,9/20/2004,07.00.00,2
0,0.505494505,0,0,0.450672646,0.683201804,0.630210668,9/20/2004,08.00.00,2
0.478991597,0.431711146,0.498309669,0.467647059,0.52690583,0.560315671,0.634692963,9/20/2004,09.00.00,2
0.294117647,0.284144427,0.325219743,0.508823529,0.591928251,0.472378805,0.638278799,9/20/2004,10.00.00,2
0.31092437,0.291993721,0.287356322,0.511764706,0.670403587,0.383314543,0.632003586,9/20/2004,11.00.00,2
0.260504202,0.276295133,0.223123732,0.485294118,0.706278027,0.34723788,0.62841775,9/20/2004,12.00.00,2
0.25210084,0.25588697,0.204868154,0.4,0.677130045,0.340473506,0.571044375,9/20/2004,13.00.00,2
0.218487395,0.185243328,0.191345504,0.367647059,0.683856502,0.330326945,0.565217391,9/20/2004,14.00.00,2
0.201680672,0.186813187,0.178498986,0.358823529,0.713004484,0.308906426,0.567906768,9/20/2004,15.00.00,2
0.218487395,0.2433281,0.189317106,0.364705882,0.769058296,0.261555806,0.552666965,9/20/2004,16.00.00,2
0.420168067,0.452119309,0.341446924,0.541176471,0.764573991,0.259301015,0.541461228,9/20/2004,17.00.00,2
0.470588235,0.48822606,0.382691007,0.588235294,0.683856502,0.329199549,0.564320932,9/20/2004,18.00.00,2
0.546218487,0.547880691,0.460446247,0.661764706,0.630044843,0.365276212,0.545495294,9/20/2004,19.00.00,2
0.344537815,0.306122449,0.30290737,0.494117647,0.594170404,0.357384442,0.483639623,9/20/2004,20.00.00,2
0.176470588,0.183673469,0.156186613,0.347058824,0.556053812,0.379932356,0.465262214,9/20/2004,21.00.00,2
0.168067227,0.155416013,0.15551048,0.338235294,0.535874439,0.429537768,0.498431197,9/20/2004,22.00.00,2
0.117647059,0.120879121,0.098715348,0.276470588,0.515695067,0.484780158,0.533393097,9/20/2004,23.00.00,1
0.067226891,0.069073783,0.052062204,0.182352941,0.52690583,0.503945885,0.571940834,9/21/2004,00.00.00,0
0.067226891,0.064364207,0.055442867,0.2,0.5,0.537767756,0.56656208,9/21/2004,01.00.00,0
0.050420168,0.04866562,0.037187289,0.147058824,0.495515695,0.561443067,0.586732407,9/21/2004,02.00.00,0
0.042016807,0.037676609,0,0,0.488789238,0.579481398,0.594800538,9/21/2004,03.00.00,0
0.033613445,0.032967033,0.028397566,0.105882353,0.466367713,0.630214205,0.608695652,9/21/2004,04.00.00,0
0.050420168,0.051805338,0.068965517,0.155882353,0.421524664,0.710259301,0.608695652,9/21/2004,05.00.00,0
0.117647059,0.127158556,0.156186613,0.232352941,0.410313901,0.738444194,0.613626177,9/21/2004,06.00.00,1
0.470588235,0.492935636,0.472616633,0.391176471,0.408071749,0.745208568,0.613177947,9/21/2004,07.00.00,2
0.613445378,0.64678179,0.498985801,0.435294118,0.439461883,0.6843292,0.614522636,9/21/2004,08.00.00,2
0.445378151,0.428571429,0.449628127,0.473529412,0.506726457,0.579481398,0.623935455,9/21/2004,09.00.00,2
0.369747899,0.379905808,0.404327248,0.561764706,0.578475336,0.498308906,0.650380995,9/21/2004,10.00.00,2
0.260504202,0.266875981,0.229885057,0.464705882,0.639013453,0.439684329,0.669206634,9/21/2004,11.00.00,2
0.277310924,0.277864992,0.252873563,0.461764706,0.674887892,0.395715896,0.662483191,9/21/2004,12.00.00,2
0.319327731,0.302982732,0.271129141,0.552941176,0.659192825,0.410372041,0.659793814,9/21/2004,13.00.00,2
0.193277311,0.199372057,0.185936444,0.420588235,0.65470852,0.427282976,0.677722994,9/21/2004,14.00.00,2
0.218487395,0.229199372,0.187964841,0.447058824,0.683856502,0.393461105,0.673240699,9/21/2004,15.00.00,2
0.268907563,0.279434851,0.231237323,0.494117647,0.706278027,0.354002255,0.641416405,9/21/2004,16.00.00,2
0.420168067,0.417582418,0.323867478,0.602941176,0.69955157,0.354002255,0.627073061,9/21/2004,17.00.00,2
0.470588235,0.47566719,0.373901285,0.6,0.639013453,0.419391206,0.640071717,9/21/2004,18.00.00,2
0.453781513,0.450549451,0.359026369,0.617647059,0.598654709,0.476888388,0.655311519,9/21/2004,19.00.00,2
0.369747899,0.313971743,0.289384719,0.508823529,0.556053812,0.552423901,0.676378306,9/21/2004,20.00.00,2
0.201680672,0.186813187,0.154834348,0.361764706,0.529147982,0.604284104,0.688928732,9/21/2004,21.00.00,2
0.12605042,0.127158556,0.098039216,0.270588235,0.515695067,0.629086809,0.693859256,9/21/2004,22.00.00,1
0.109243697,0.120879121,0.075726842,0.226470588,0.495515695,0.658399098,0.68982519,9/21/2004,23.00.00,1
0.092436975,0.092621664,0.06693712,0.217647059,0.506726457,0.634723788,0.682653519,9/22/2004,00.00.00,0
0.084033613,0.080062794,0.066260987,0.217647059,0.470852018,0.691093574,0.673688929,9/22/2004,01.00.00,0
0.050420168,0.037676609,0.036511156,0.138235294,0.515695067,0.608793687,0.67279247,9/22/2004,02.00.00,0
0.042016807,0.037676609,0,0,0.443946188,0.736189402,0.667413716,9/22/2004,03.00.00,0
0.050420168,0.059654631,0.039891819,0.129411765,0.410313901,0.798196167,0.662931421,9/22/2004,04.00.00,0
0.067226891,0.078492936,0.109533469,0.202941176,0.405829596,0.817361894,0.666965486,9/22/2004,05.00.00,0
0.12605042,0.152276295,0.181203516,0.232352941,0.410313901,0.800450958,0.66382788,9/22/2004,06.00.00,2
0.344537815,0.406593407,0.359026369,0.317647059,0.414798206,0.776775648,0.653070372,9/22/2004,07.00.00,2
0.462184874,0.538461538,0.349560514,0.35,0.450672646,0.706877114,0.65486329,9/22/2004,08.00.00,2
0.462184874,0.455259027,0.473968898,0.485294118,0.52690583,0.586245772,0.664724339,9/22/2004,09.00.00,2
0.31092437,0.313971743,0.344827586,0.505882353,0.600896861,0.481397971,0.666069027,9/22/2004,10.00.00,2
0.277310924,0.287284144,0.280594997,0.529411765,0.652466368,0.413754228,0.651725684,9/22/2004,11.00.00,2
0.210084034,0.210361068,0.164300203,0.382352941,0.69058296,0.360766629,0.62796952,9/22/2004,12.00.00,2
0.218487395,0.21978022,0.180527383,0.352941176,0.625560538,0.417136415,0.614970865,9/22/2004,13.00.00,2
0.18487395,0.189952904,0.157538878,0.344117647,0.639013453,0.420518602,0.640519946,9/22/2004,14.00.00,2
0.218487395,0.240188383,0.199459094,0.414705882,0.677130045,0.370913191,0.621694307,9/22/2004,15.00.00,2
0.243697479,0.252747253,0.208924949,0.444117647,0.737668161,0.312288613,0.61048857,9/22/2004,16.00.00,2
0.420168067,0.428571429,0.342123056,0.641176471,0.721973094,0.324689966,0.61048857,9/22/2004,17.00.00,2
0.428571429,0.411302983,0.323867478,0.626470588,0.64573991,0.439684329,0.68130883,9/22/2004,18.00.00,2
0.43697479,0.419152276,0.31102096,0.570588235,0.598654709,0.488162345,0.666965486,9/22/2004,19.00.00,2
0.319327731,0.287284144,0.245436105,0.491176471,0.551569507,0.608793687,0.737785746,9/22/2004,20.00.00,2
0.18487395,0.186813187,0.144016227,0.338235294,0.524663677,0.675310034,0.761541909,9/22/2004,21.00.00,2
0.176470588,0.180533752,0.123732252,0.288235294,0.504484305,0.705749718,0.756611385,9/22/2004,22.00.00,1
0.151260504,0.150706436,0.110209601,0.273529412,0.513452915,0.698985344,0.767817122,9/22/2004,23.00.00,1
0.134453782,0.125588697,0.102772143,0.255882353,0.497757848,0.73167982,0.770506499,9/23/2004,00.00.00,1
0.117647059,0.108320251,0.070317782,0.208823529,0.479820628,0.772266065,0.773644106,9/23/2004,01.00.00,0
0.067226891,0.058084772,0.041244084,0.144117647,0.497757848,0.710259301,0.747198566,9/23/2004,02.00.00,0
0.042016807,0.037676609,0,0,0.502242152,0.675310034,0.720304796,9/23/2004,03.00.00,0
0,0.034536892,0.036511156,0.129411765,0.47309417,0.719278467,0.709099059,9/23/2004,04.00.00,0
0.042016807,0.039246468,0.056795132,0.170588235,0.513452915,0.648252537,0.711788436,9/23/2004,05.00.00,0
0.075630252,0.098901099,0.089249493,0.194117647,0.477578475,0.712514092,0.70775437,9/23/2004,06.00.00,0
0.268907563,0.339089482,0.285327924,0.329411765,0.477578475,0.71589628,0.714477813,9/23/2004,07.00.00,2
0.235294118,0.295133438,0.190669371,0.305882353,0.531390135,0.613303269,0.706857911,9/23/2004,08.00.00,2
0.226890756,0.284144427,0.198106829,0.302941176,0.560538117,0.572717024,0.712684895,9/23/2004,09.00.00,2
0.201680672,0.232339089,0.225828262,0.347058824,0.589686099,0.542277339,0.726131779,9/23/2004,10.00.00,2
0.226890756,0.249607535,0.219066937,0.379411765,0.591928251,0.533258174,0.717615419,9/23/2004,11.00.00,2
0.235294118,0.252747253,0.198782961,0.373529412,0.656950673,0.445321308,0.710891977,9/23/2004,12.00.00,2
0.243697479,0.270015699,0.184584178,0.382352941,0.650224215,0.446448703,0.698341551,9/23/2004,13.00.00,2
0.218487395,0.248037677,0.185936444,0.382352941,0.668161435,0.428410372,0.701030928,9/23/2004,14.00.00,2
0.218487395,0.237048666,0.190669371,0.347058824,0.68161435,0.419391206,0.711788436,9/23/2004,15.00.00,2
0.268907563,0.296703297,0.218390805,0.429411765,0.706278027,0.393461105,0.712684895,9/23/2004,16.00.00,2
0.386554622,0.395604396,0.298850575,0.558823529,0.708520179,0.392333709,0.714029583,9/23/2004,17.00.00,2
0.411764706,0.409733124,0.291413117,0.555882353,0.650224215,0.456595265,0.714926042,9/23/2004,18.00.00,2
0.394957983,0.40188383,0.271805274,0.508823529,0.609865471,0.517474634,0.730614074,9/23/2004,19.00.00,2
0.277310924,0.265306122,0.211629479,0.435294118,0.587443946,0.549041714,0.728821156,9/23/2004,20.00.00,2
0.193277311,0.197802198,0.154158215,0.341176471,0.562780269,0.569334837,0.709995518,9/23/2004,21.00.00,2
0.176470588,0.161695447,0.14739689,0.320588235,0.540358744,0.571589628,0.670551322,9/23/2004,22.00.00,1
0.142857143,0.139717425,0.121027721,0.276470588,0.504484305,0.605411499,0.649484536,9/23/2004,23.00.00,1
0.084033613,0.102040816,0.065584855,0.188235294,0.50896861,0.605411499,0.653518602,9/24/2004,00.00.00,0
0.075630252,0.083202512,0.056118999,0.173529412,0.48206278,0.65276212,0.657104437,9/24/2004,01.00.00,0
0.058823529,0.072213501,0.054090602,0.188235294,0.5,0.629086809,0.664724339,9/24/2004,02.00.00,0
0.033613445,0.031397174,0,0,0.50896861,0.606538895,0.657552667,9/24/2004,03.00.00,0
0.033613445,0.039246468,0.044624746,0.152941176,0.47309417,0.675310034,0.662931421,9/24/2004,04.00.00,0
0.042016807,0.043956044,0.073698445,0.161764706,0.457399103,0.710259301,0.670103093,9/24/2004,05.00.00,0
0.109243697,0.131868132,0.156862745,0.244117647,0.466367713,0.701240135,0.677722994,9/24/2004,06.00.00,1
0.294117647,0.331240188,0.361730899,0.335294118,0.477578475,0.694475761,0.692514567,9/24/2004,07.00.00,2
0.462184874,0.533751962,0.462474645,0.402941176,0.49103139,0.678692221,0.69923801,9/24/2004,08.00.00,2
0.470588235,0.461538462,0.542934415,0.470588235,0.515695067,0.635851184,0.699686239,9/24/2004,09.00.00,2
0.285714286,0.318681319,0.364435429,0.405882353,0.562780269,0.558060879,0.697893321,9/24/2004,10.00.00,2
0.268907563,0.288854003,0.246112238,0.394117647,0.596412556,0.499436302,0.682653519,9/24/2004,11.00.00,2
0.31092437,0.350078493,0.285327924,0.420588235,0.587443946,0.518602029,0.691169879,9/24/2004,12.00.00,2
0.386554622,0.422291994,0.326572008,0.45,0.569506726,0.549041714,0.69878978,9/24/2004,13.00.00,2
0.352941176,0.376766091,0.335361731,0.426470588,0.573991031,0.544532131,0.698341551,9/24/2004,14.00.00,2
0.277310924,0.302982732,0.272481406,0.361764706,0.576233184,0.538895152,0.696996862,9/24/2004,15.00.00,2
0.226890756,0.227629513,0.190669371,0.282352941,0.558295964,0.554678692,0.683549978,9/24/2004,16.00.00,2
0.18487395,0.174254317,0.181203516,0.314705882,0.410313901,0.85005637,0.702823846,9/24/2004,17.00.00,2
0.235294118,0.163265306,0.206896552,0.35,0.365470852,0.833145434,0.609592111,9/24/2004,18.00.00,2
0.243697479,0.164835165,0.198106829,0.320588235,0.349775785,0.853438557,0.598386374,9/24/2004,19.00.00,2
0.168067227,0.091051805,0.162271805,0.314705882,0.34529148,0.863585118,0.597489915,9/24/2004,20.00.00,1
0.058823529,0.034536892,0.062880325,0.167647059,0.313901345,0.85005637,0.537427163,9/24/2004,21.00.00,0
0.050420168,0.031397174,0.06693712,0.176470588,0.334080717,0.682074408,0.457642313,9/24/2004,22.00.00,0
0.100840336,0.059654631,0.037187289,0.064705882,0.347533632,0.573844419,0.39802779,9/24/2004,23.00.00,0
0.100840336,0.06122449,0.012846518,0.005882353,0.349775785,0.563697858,0.393097266,9/25/2004,00.00.00,0
0.092436975,0.058084772,0.017579446,0.020588235,0.34529148,0.604284104,0.418198117,9/25/2004,01.00.00,0
0.050420168,0.026687598,0.017579446,0.023529412,0.34529148,0.607666291,0.418198117,9/25/2004,02.00.00,0
0.025210084,0.015698587,0,0,0.343049327,0.590755355,0.404303003,9/25/2004,03.00.00,0
0.025210084,0.015698587,0.028397566,0.079411765,0.343049327,0.598647125,0.411474675,9/25/2004,04.00.00,0
0.025210084,0.014128728,0.021636241,0.041176471,0.34529148,0.605411499,0.416853429,9/25/2004,05.00.00,0
0.033613445,0.020408163,0.016903313,0.008823529,0.347533632,0.600901917,0.417301658,9/25/2004,06.00.00,0
0.050420168,0.032967033,0.018931711,0.026470588,0.34529148,0.594137542,0.411474675,9/25/2004,07.00.00,0
0.058823529,0.039246468,0.027721433,0.041176471,0.352017937,0.576099211,0.406095921,9/25/2004,08.00.00,0
0.084033613,0.072213501,0.087897228,0.152941176,0.378923767,0.537767756,0.409681757,9/25/2004,09.00.00,0
0.092436975,0.067503925,0.116970926,0.188235294,0.408071749,0.472378805,0.388614971,9/25/2004,10.00.00,1
0.12605042,0.102040816,0.113590264,0.194117647,0.428251121,0.417136415,0.36306589,9/25/2004,11.00.00,1
0.117647059,0.094191523,0.034482759,0.041176471,0.432735426,0.392333709,0.345584939,9/25/2004,12.00.00,0
0.117647059,0.094191523,0.020960108,0.026470588,0.443946188,0.351747463,0.319587629,9/25/2004,13.00.00,0
0.084033613,0.070643642,0.027721433,0.035294118,0.443946188,0.350620068,0.31824294,9/25/2004,14.00.00,0
0.075630252,0.06122449,0.027721433,0.041176471,0.452914798,0.322435175,0.30121022,9/25/2004,15.00.00,0
0.092436975,0.072213501,0.036511156,0.061764706,0.495515695,0.279594138,0.2917974,9/25/2004,16.00.00,0
0.109243697,0.105180534,0.075726842,0.126470588,0.47309417,0.312288613,0.307037203,9/25/2004,17.00.00,0
0.151260504,0.139717425,0.120351589,0.182352941,0.450672646,0.341600902,0.316001793,9/25/2004,18.00.00,1
0.201680672,0.153846154,0.14739689,0.2,0.437219731,0.372040586,0.330793366,9/25/2004,19.00.00,2
0.226890756,0.169544741,0.162947938,0.238235294,0.432735426,0.364148816,0.320932317,9/25/2004,20.00.00,2
0.142857143,0.116169545,0.150777552,0.258823529,0.412556054,0.374295378,0.312864186,9/25/2004,21.00.00,1
0.18487395,0.161695447,0.188640974,0.291176471,0.399103139,0.411499436,0.330345137,9/25/2004,22.00.00,2
0.235294118,0.216640502,0.223123732,0.288235294,0.399103139,0.449830891,0.360376513,9/25/2004,23.00.00,2
0.201680672,0.1711146,0.223123732,0.285294118,0.381165919,0.484780158,0.369341103,9/26/2004,00.00.00,2
0.210084034,0.183673469,0.23056119,0.297058824,0.347533632,0.588500564,0.409681757,9/26/2004,01.00.00,2
0.117647059,0.12244898,0.138607167,0.264705882,0.349775785,0.585118377,0.409681757,9/26/2004,02.00.00,1
0.117647059,0.120879121,0,0,0.302690583,0.669673055,0.411474675,9/26/2004,03.00.00,0
0,0.086342229,0.087897228,0.179411765,0.30044843,0.675310034,0.411026446,9/26/2004,04.00.00,0
0.075630252,0.070643642,0.068965517,0.161764706,0.280269058,0.712514092,0.410129987,9/26/2004,05.00.00,0
0.050420168,0.051805338,0.053414469,0.135294118,0.304932735,0.649379932,0.400717167,9/26/2004,06.00.00,0
0.084033613,0.08477237,0.100067613,0.164705882,0.273542601,0.712514092,0.401613626,9/26/2004,07.00.00,0
0.134453782,0.128728414,0.176470588,0.244117647,0.32735426,0.635851184,0.417749888,9/26/2004,08.00.00,2
0.075630252,0.047095761,0.07234618,0.161764706,0.443946188,0.435174746,0.395786643,9/26/2004,09.00.00,0
0.075630252,0.047095761,0.06964165,0.138235294,0.484304933,0.376550169,0.381891528,9/26/2004,10.00.00,0
0.084033613,0.054945055,0.082488168,0.179411765,0.493273543,0.363021421,0.376961004,9/26/2004,11.00.00,0
0.084033613,0.056514914,0.08586883,0.170588235,0.50896861,0.340473506,0.368444644,9/26/2004,12.00.00,0
0.075630252,0.062794349,0.074374577,0.173529412,0.5,0.342728298,0.361272972,9/26/2004,13.00.00,0
0.075630252,0.065934066,0.066260987,0.158823529,0.495515695,0.343855693,0.357687136,9/26/2004,14.00.00,0
0.075630252,0.04866562,0.098715348,0.202941176,0.495515695,0.332581736,0.347826087,9/26/2004,15.00.00,0
0.075630252,0.054945055,0.08045977,0.158823529,0.524663677,0.305524239,0.344240251,9/26/2004,16.00.00,0
0.226890756,0.161695447,0.15821501,0.279411765,0.51793722,0.304396843,0.337965038,9/26/2004,17.00.00,2
0.18487395,0.12244898,0.176470588,0.291176471,0.48206278,0.354002255,0.355894218,9/26/2004,18.00.00,2
0.277310924,0.167974882,0.250845166,0.373529412,0.455156951,0.400225479,0.373375168,9/26/2004,19.00.00,2
0.176470588,0.114599686,0.179851251,0.288235294,0.439461883,0.409244645,0.367099955,9/26/2004,20.00.00,2
0.151260504,0.120879121,0.181203516,0.329411765,0.419282511,0.447576099,0.38009861,9/26/2004,21.00.00,2
0.159663866,0.135007849,0.198782961,0.338235294,0.403587444,0.481397971,0.392200807,9/26/2004,22.00.00,2
0.193277311,0.156985871,0.204868154,0.335294118,0.383408072,0.536640361,0.412819364,9/26/2004,23.00.00,2
0.159663866,0.133437991,0.162947938,0.302941176,0.372197309,0.578354002,0.431645002,9/27/2004,00.00.00,1
0.109243697,0.091051805,0.096010818,0.238235294,0.356502242,0.622322435,0.44285074,9/27/2004,01.00.00,1
0.084033613,0.078492936,0.074374577,0.220588235,0.334080717,0.664036077,0.443298969,9/27/2004,02.00.00,1
0.050420168,0.045525903,0,0,0.316143498,0.687711387,0.439264904,9/27/2004,03.00.00,0
0.050420168,0.053375196,0.070317782,0.188235294,0.313901345,0.705749718,0.445988346,9/27/2004,04.00.00,0
0.075630252,0.087912088,0.121027721,0.208823529,0.316143498,0.695603157,0.441057822,9/27/2004,05.00.00,1
0.12605042,0.141287284,0.24408384,0.291176471,0.322869955,0.679819617,0.439264904,9/27/2004,06.00.00,2
0.462184874,0.422291994,0.540229885,0.388235294,0.33632287,0.650507328,0.438368445,9/27/2004,07.00.00,2
0.336134454,0.295133438,0.415145368,0.397058824,0.378923767,0.567080045,0.429403855,9/27/2004,08.00.00,2
0.151260504,0.128728414,0.185936444,0.276470588,0.441704036,0.453213078,0.408337069,9/27/2004,09.00.00,2
0.159663866,0.142857143,0.21974307,0.302941176,0.497757848,0.378804961,0.39847602,9/27/2004,10.00.00,2
0.142857143,0.144427002,0.221095335,0.361764706,0.531390135,0.333709132,0.382787987,9/27/2004,11.00.00,2
0.134453782,0.130298273,0.170385396,0.279411765,0.49103139,0.346110485,0.356790677,9/27/2004,12.00.00,2
0.159663866,0.142857143,0.15280595,0.264705882,0.5,0.332581736,0.351411923,9/27/2004,13.00.00,1
0.134453782,0.144427002,0.15551048,0.291176471,0.533632287,0.304396843,0.351860152,9/27/2004,14.00.00,1
0.151260504,0.150706436,0.164976335,0.314705882,0.522421525,0.319052988,0.359031824,9/27/2004,15.00.00,1
0.168067227,0.185243328,0.169709263,0.329411765,0.542600897,0.306651635,0.364410578,9/27/2004,16.00.00,2
0.260504202,0.271585557,0.233941853,0.388235294,0.562780269,0.290868095,0.361721201,9/27/2004,17.00.00,2
0.327731092,0.279434851,0.275185936,0.435294118,0.5,0.329199549,0.348274316,9/27/2004,18.00.00,2
0.361344538,0.328100471,0.331304936,0.464705882,0.466367713,0.366403608,0.352756611,9/27/2004,19.00.00,2
0.294117647,0.233908948,0.293441515,0.426470588,0.428251121,0.414881623,0.361721201,9/27/2004,20.00.00,2
0.201680672,0.177394035,0.23326572,0.376470588,0.405829596,0.449830891,0.368892873,9/27/2004,21.00.00,2
0.12605042,0.131868132,0.129817444,0.308823529,0.390134529,0.482525366,0.379202152,9/27/2004,22.00.00,1
0.109243697,0.106750392,0.106152806,0.264705882,0.374439462,0.525366404,0.393993725,9/27/2004,23.00.00,1
0.084033613,0.076923077,0.100067613,0.25,0.383408072,0.527621195,0.405647692,9/28/2004,00.00.00,1
0.067226891,0.054945055,0.070993915,0.214705882,0.343049327,0.585118377,0.402510085,9/28/2004,01.00.00,0
0.042016807,0.043956044,0.095334686,0.217647059,0.33632287,0.595264938,0.400268938,9/28/2004,02.00.00,0
0.033613445,0.032967033,0,0,0.322869955,0.614430665,0.39847602,9/28/2004,03.00.00,0
0.042016807,0.034536892,0.07234618,0.179411765,0.286995516,0.674182638,0.394441954,9/28/2004,04.00.00,0
0.058823529,0.06122449,0.112237999,0.202941176,0.266816143,0.706877114,0.391304348,9/28/2004,05.00.00,1
0.100840336,0.114599686,0.162947938,0.241176471,0.271300448,0.705749718,0.395786643,9/28/2004,06.00.00,1
0.201680672,0.2433281,0.248816768,0.352941176,0.302690583,0.656144307,0.400717167,9/28/2004,07.00.00,2
0.361344538,0.425431711,0.336713996,0.397058824,0.322869955,0.627959414,0.40744061,9/28/2004,08.00.00,2
0.344537815,0.334379906,0.433400947,0.447058824,0.399103139,0.515219842,0.413267593,9/28/2004,09.00.00,2
0.31092437,0.312401884,0.450980392,0.520588235,0.470852018,0.419391206,0.410578216,9/28/2004,10.00.00,2
0.285714286,0.30455259,0.371872887,0.532352941,0.549327354,0.335963923,0.403854774,9/28/2004,11.00.00,2
0.319327731,0.342229199,0.326572008,0.517647059,0.591928251,0.297632469,0.402061856,9/28/2004,12.00.00,2
0.344537815,0.340659341,0.354293442,0.479411765,0.565022422,0.302142052,0.378753922,9/28/2004,13.00.00,2
0.285714286,0.296703297,0.325219743,0.511764706,0.585201794,0.279594138,0.371134021,9/28/2004,14.00.00,2
0.193277311,0.204081633,0.206220419,0.344117647,0.587443946,0.275084555,0.366203496,9/28/2004,15.00.00,2
0.268907563,0.295133438,0.267748479,0.426470588,0.647982063,0.240135287,0.375616316,9/28/2004,16.00.00,2
0.403361345,0.420722135,0.338742394,0.508823529,0.627802691,0.262683202,0.3890632,9/28/2004,17.00.00,2
0.56302521,0.579277865,0.47464503,0.6,0.553811659,0.314543405,0.383684446,9/28/2004,18.00.00,2
0.630252101,0.616954474,0.510480054,0.614705882,0.515695067,0.378804961,0.416853429,9/28/2004,19.00.00,2
0.378151261,0.362637363,0.354293442,0.514705882,0.468609865,0.516347238,0.500224115,9/28/2004,20.00.00,2
0.176470588,0.182103611,0.167004733,0.379411765,0.443946188,0.547914318,0.498879426,9/28/2004,21.00.00,2
0.12605042,0.130298273,0.132521974,0.326470588,0.443946188,0.537767756,0.488121918,9/28/2004,22.00.00,1
0.092436975,0.089481947,0.09127789,0.25,0.417040359,0.553551297,0.467951591,9/28/2004,23.00.00,1
0.092436975,0.092621664,0.098715348,0.252941176,0.385650224,0.607666291,0.470640968,9/29/2004,00.00.00,1
0.075630252,0.064364207,0.071670047,0.208823529,0.365470852,0.640360767,0.46929628,9/29/2004,01.00.00,0
0.042016807,0.034536892,0.047329277,0.176470588,0.390134529,0.602029312,0.472433886,9/29/2004,02.00.00,0
0.033613445,0.031397174,0,0,0.347533632,0.662908681,0.462124608,9/29/2004,03.00.00,0
0,0.034536892,0.041920216,0.141176471,0.32735426,0.70011274,0.458987001,9/29/2004,04.00.00,0
0.033613445,0.031397174,0.040567951,0.132352941,0.383408072,0.591882751,0.454056477,9/29/2004,05.00.00,0
0.058823529,0.062794349,0.062204192,0.155882353,0.340807175,0.657271702,0.447781264,9/29/2004,06.00.00,0
0.168067227,0.210361068,0.187288709,0.276470588,0.334080717,0.667418264,0.447781264,9/29/2004,07.00.00,2
0.352941176,0.43956044,0.405679513,0.358823529,0.338565022,0.665163472,0.452263559,9/29/2004,08.00.00,2
0.43697479,0.448979592,0.468559838,0.5,0.426008969,0.538895152,0.467503362,9/29/2004,09.00.00,2
0.319327731,0.335949765,0.417173766,0.511764706,0.502242152,0.437429538,0.466158673,9/29/2004,10.00.00,2
0.31092437,0.299843014,0.384719405,0.561764706,0.569506726,0.375422773,0.478709099,9/29/2004,11.00.00,2
0.285714286,0.307692308,0.276538201,0.526470588,0.609865471,0.342728298,0.484536082,9/29/2004,12.00.00,2
0.260504202,0.248037677,0.226504395,0.435294118,0.571748879,0.392333709,0.499775885,9/29/2004,13.00.00,2
0.201680672,0.211930926,0.196078431,0.379411765,0.591928251,0.321307779,0.432989691,9/29/2004,14.00.00,2
0.235294118,0.249607535,0.210953347,0.435294118,0.621076233,0.282976325,0.410578216,9/29/2004,15.00.00,2
0.302521008,0.312401884,0.29749831,0.541176471,0.641255605,0.261555806,0.399820708,9/29/2004,16.00.00,2
0.336134454,0.339089482,0.304259635,0.552941176,0.609865471,0.296505073,0.417749888,9/29/2004,17.00.00,2
0.470588235,0.486656201,0.390804598,0.6,0.567264574,0.372040586,0.46929628,9/29/2004,18.00.00,2
0.529411765,0.535321821,0.415821501,0.591176471,0.520179372,0.416009019,0.463917526,9/29/2004,19.00.00,2
