CO(GT),C6H6(GT),NOx(GT),NO2(GT),Date,Time,PollutionLevel
0.084033613,0.065934066,0,0,12/19/2004,03.00.00,0
0,0.042386185,0.081135903,0.229411765,12/19/2004,04.00.00,1
0.058823529,0.04866562,0.105476673,0.25,12/19/2004,07.00.00,1
0.084033613,0.059654631,0.162271805,0.323529412,12/19/2004,08.00.00,1
0.084033613,0.050235479,0.125760649,0.291176471,12/19/2004,09.00.00,1
0.12605042,0.09733124,0.151453685,0.297058824,12/19/2004,10.00.00,1
0.218487395,0.150706436,0.268424611,0.388235294,12/19/2004,12.00.00,2
0.268907563,0.196232339,0.322515213,0.435294118,12/19/2004,13.00.00,2
0.25210084,0.196232339,0.273833671,0.394117647,12/19/2004,14.00.00,2
0.277310924,0.182103611,0.310344828,0.429411765,12/19/2004,16.00.00,2
0.302521008,0.204081633,0.3056119,0.435294118,12/19/2004,17.00.00,2
0.378151261,0.229199372,0.366463827,0.5,12/19/2004,19.00.00,2
0.268907563,0.166405024,0.277890467,0.379411765,12/19/2004,22.00.00,2
0.243697479,0.142857143,0.258282623,0.370588235,12/19/2004,23.00.00,2
0.260504202,0.152276295,0.284651792,0.373529412,12/20/2004,00.00.00,2
0.235294118,0.10989011,0.244759973,0.347058824,12/20/2004,01.00.00,2
0.067226891,0.021978022,0.046653144,0.176470588,12/20/2004,04.00.00,0
0.050420168,0.01255887,0.027721433,0.108823529,12/20/2004,05.00.00,0
0.084033613,0.040816327,0.079783638,0.205882353,12/20/2004,07.00.00,0
0.268907563,0.083202512,0.199459094,0.317647059,12/20/2004,08.00.00,2
0.243697479,0.078492936,0.181879648,0.326470588,12/20/2004,10.00.00,2
0.201680672,0.059654631,0.152129817,0.311764706,12/20/2004,11.00.00,2
0.210084034,0.070643642,0.148749155,0.308823529,12/20/2004,12.00.00,2
0.218487395,0.073783359,0.146044625,0.335294118,12/20/2004,13.00.00,2
0.193277311,0.06122449,0.109533469,0.273529412,12/20/2004,14.00.00,2
0.18487395,0.059654631,0.102772143,0.261764706,12/20/2004,15.00.00,2
0.243697479,0.106750392,0.171737661,0.379411765,12/20/2004,17.00.00,2
0.344537815,0.169544741,0.23056119,0.444117647,12/20/2004,19.00.00,2
0.142857143,0.04866562,0.125760649,0.335294118,12/20/2004,22.00.00,2
0.092436975,0.056514914,0.114942529,0.305882353,12/20/2004,23.00.00,1
0.092436975,0.056514914,0.114266396,0.305882353,12/21/2004,00.00.00,1
0.12605042,0.067503925,0.1663286,0.373529412,12/21/2004,01.00.00,2
0.042016807,0.010989011,0.042596349,0.155882353,12/21/2004,02.00.00,0
0.025210084,0.009419152,0,0,12/21/2004,03.00.00,0
0.016806723,0.007849294,0.029749831,0.114705882,12/21/2004,04.00.00,0
0.025210084,0.010989011,0.036511156,0.120588235,12/21/2004,05.00.00,0
0.050420168,0.034536892,0.118999324,0.285294118,12/21/2004,06.00.00,1
0.058823529,0.040816327,0.159567275,0.352941176,12/21/2004,07.00.00,2
0.218487395,0.210361068,0.414469236,0.491176471,12/21/2004,08.00.00,2
0.462184874,0.368916797,0.510480054,0.582352941,12/21/2004,09.00.00,2
0.218487395,0.147566719,0.31102096,0.461764706,12/21/2004,10.00.00,2
0.12605042,0.098901099,0.189317106,0.367647059,12/21/2004,11.00.00,2
0.142857143,0.105180534,0.217714672,0.397058824,12/21/2004,12.00.00,2
0.18487395,0.152276295,0.23597025,0.405882353,12/21/2004,13.00.00,2
0.176470588,0.12244898,0.200811359,0.388235294,12/21/2004,14.00.00,2
0.193277311,0.135007849,0.213657877,0.402941176,12/21/2004,16.00.00,2
0.210084034,0.167974882,0.235294118,0.426470588,12/21/2004,17.00.00,2
0.302521008,0.2433281,0.308992563,0.485294118,12/21/2004,19.00.00,2
0.336134454,0.216640502,0.3887762,0.544117647,12/21/2004,21.00.00,2
0.18487395,0.119309262,0.231913455,0.423529412,12/22/2004,01.00.00,2
0.075630252,0.045525903,0,0,12/22/2004,03.00.00,0
0,0.020408163,0.058823529,0.211764706,12/22/2004,04.00.00,0
0.042016807,0.026687598,0.06964165,0.217647059,12/22/2004,06.00.00,0
0.268907563,0.196232339,0.431372549,0.511764706,12/22/2004,09.00.00,2
0.193277311,0.136577708,0.332657201,0.473529412,12/22/2004,10.00.00,2
0.151260504,0.117739403,0.279242732,0.352941176,12/22/2004,11.00.00,2
0.176470588,0.128728414,0.246112238,0.326470588,12/22/2004,12.00.00,2
0.201680672,0.127158556,0.231237323,0.391176471,12/22/2004,14.00.00,2
0.176470588,0.105180534,0.208924949,0.355882353,12/22/2004,15.00.00,2
0.235294118,0.141287284,0.248140636,0.432352941,12/22/2004,16.00.00,2
0.243697479,0.155416013,0.23326572,0.45,12/22/2004,18.00.00,2
0.327731092,0.213500785,0.326572008,0.523529412,12/22/2004,19.00.00,2
0.277310924,0.178963893,0.288708587,0.488235294,12/22/2004,21.00.00,2
0.277310924,0.175824176,0.340770791,0.497058824,12/22/2004,22.00.00,2
0.159663866,0.089481947,0.167680865,0.388235294,12/22/2004,23.00.00,2
0.168067227,0.08477237,0.162947938,0.373529412,12/23/2004,00.00.00,2
0.159663866,0.086342229,0.14198783,0.332352941,12/23/2004,01.00.00,2
0.142857143,0.058084772,0,0,12/23/2004,03.00.00,1
0.109243697,0.04866562,0.087221095,0.25,12/23/2004,04.00.00,1
0.100840336,0.039246468,0.084516565,0.229411765,12/23/2004,06.00.00,1
0.151260504,0.083202512,0.180527383,0.338235294,12/23/2004,07.00.00,2
0.302521008,0.210361068,0.367139959,0.497058824,12/23/2004,08.00.00,2
0.31092437,0.235478807,0.335361731,0.511764706,12/23/2004,09.00.00,2
0.285714286,0.200941915,0.331981068,0.502941176,12/23/2004,10.00.00,2
0.411764706,0.291993721,0.52535497,0.658823529,12/23/2004,14.00.00,2
0.277310924,0.200941915,0.346179851,0.514705882,12/23/2004,15.00.00,2
0.361344538,0.28100471,0.39688979,0.520588235,12/23/2004,16.00.00,2
0.714285714,0.519623234,0.736308316,0.726470588,12/23/2004,18.00.00,2
0.731092437,0.566718995,0.723461799,0.711764706,12/23/2004,19.00.00,2
0.605042017,0.412872841,0.727518594,0.670588235,12/23/2004,21.00.00,2
0.327731092,0.229199372,0.412440838,0.511764706,12/24/2004,01.00.00,2
0.25210084,0.164835165,0,0,12/24/2004,03.00.00,2
0.210084034,0.138147567,0.169709263,0.355882353,12/24/2004,05.00.00,2
0.294117647,0.128728414,0.237322515,0.4,12/24/2004,06.00.00,2
0.327731092,0.149136578,0.256254226,0.405882353,12/24/2004,07.00.00,2
0.403361345,0.229199372,0.364435429,0.438235294,12/24/2004,08.00.00,2
0.546218487,0.295133438,0.505070994,0.485294118,12/24/2004,11.00.00,2
0.504201681,0.290423862,0.45300879,0.491176471,12/24/2004,12.00.00,2
0.579831933,0.389324961,0.521974307,0.579411765,12/24/2004,13.00.00,2
0.512605042,0.265306122,0.423258959,0.6,12/24/2004,15.00.00,2
0.56302521,0.348508634,0.45841785,0.567647059,12/24/2004,16.00.00,2
0.571428571,0.337519623,0.477349561,0.564705882,12/24/2004,17.00.00,2
0.537815126,0,0.433400947,0.494117647,12/24/2004,19.00.00,2
0.453781513,0,0.329276538,0.420588235,12/24/2004,22.00.00,2
0.495798319,0.244897959,0.38336714,0.497058824,12/25/2004,00.00.00,2
0.470588235,0.222919937,0.356321839,0.482352941,12/25/2004,01.00.00,2
0.462184874,0.211930926,0.340094659,0.452941176,12/25/2004,02.00.00,2
0.43697479,0.178963893,0,0,12/25/2004,03.00.00,2
0,0.164835165,0.23326572,0.382352941,12/25/2004,04.00.00,2
0.168067227,0.135007849,0.156186613,0.311764706,12/25/2004,06.00.00,1
0.210084034,0.147566719,0.229885057,0.355882353,12/25/2004,09.00.00,2
0.25210084,0.172684458,0.274509804,0.4,12/25/2004,10.00.00,2
0.235294118,0.166405024,0.256254226,0.405882353,12/25/2004,11.00.00,2
0.336134454,0.241758242,0.31372549,0.532352941,12/25/2004,17.00.00,2
0.386554622,0.279434851,0.356321839,0.541176471,12/25/2004,18.00.00,2
0.403361345,0.282574568,0.400270453,0.5,12/25/2004,19.00.00,2
0.521008403,0.334379906,0.555104801,0.511764706,12/25/2004,20.00.00,2
0.386554622,0.227629513,0.363759297,0.4,12/25/2004,21.00.00,2
0.378151261,0.248037677,0.346855984,0.373529412,12/25/2004,22.00.00,2
0.352941176,0.205651491,0.347532116,0.367647059,12/25/2004,23.00.00,2
0.218487395,0.120879121,0.23326572,0.355882353,12/26/2004,00.00.00,2
0.134453782,0.094191523,0.156186613,0.344117647,12/26/2004,01.00.00,2
0.050420168,0.023547881,0,0,12/26/2004,03.00.00,0
0.033613445,0.01255887,0.033130494,0.135294118,12/26/2004,05.00.00,0
0.075630252,0.039246468,0.133874239,0.344117647,12/26/2004,09.00.00,2
0.092436975,0.04866562,0.142663962,0.347058824,12/26/2004,10.00.00,2
0.084033613,0.054945055,0.123732252,0.329411765,12/26/2004,11.00.00,2
0.151260504,0.091051805,0.180527383,0.373529412,12/26/2004,13.00.00,2
0.067226891,0.034536892,0.045977011,0.167647059,12/26/2004,15.00.00,0
0.117647059,0.091051805,0.125760649,0.291176471,12/26/2004,16.00.00,1
0.193277311,0.142857143,0.231913455,0.402941176,12/26/2004,18.00.00,2
0.319327731,0.205651491,0.404327248,0.408823529,12/26/2004,20.00.00,2
0.201680672,0.113029827,0.263691684,0.376470588,12/26/2004,21.00.00,2
0.084033613,0.059654631,0.107505071,0.311764706,12/26/2004,22.00.00,1
0.109243697,0.081632653,0.130493577,0.335294118,12/26/2004,23.00.00,2
0.193277311,0.116169545,0.213657877,0.402941176,12/27/2004,00.00.00,2
0.050420168,0.023547881,0,0,12/27/2004,03.00.00,0
0.058823529,0.020408163,0.042596349,0.161764706,12/27/2004,04.00.00,0
0.033613445,0.010989011,0.033806626,0.135294118,12/27/2004,05.00.00,0
0.067226891,0.047095761,0.108857336,0.279411765,12/27/2004,07.00.00,1
0.159663866,0.135007849,0.194726166,0.373529412,12/27/2004,10.00.00,2
0.134453782,0.100470958,0.164976335,0.35,12/27/2004,11.00.00,2
0.12605042,0.089481947,0.1392833,0.320588235,12/27/2004,13.00.00,1
0.168067227,0.125588697,0.200135227,0.344117647,12/27/2004,15.00.00,2
0.18487395,0.108320251,0.177146721,0.344117647,12/27/2004,17.00.00,2
0.168067227,0.12244898,0.143340095,0.323529412,12/27/2004,18.00.00,1
0.176470588,0.117739403,0.202839757,0.361764706,12/27/2004,21.00.00,2
0.134453782,0.094191523,0.16362407,0.344117647,12/27/2004,22.00.00,2
0.092436975,0.050235479,0.102772143,0.294117647,12/27/2004,23.00.00,1
0.100840336,0.064364207,0.111561866,0.297058824,12/28/2004,00.00.00,1
0,0.047095761,0,0,12/28/2004,03.00.00,0
0,0.039246468,0,0,12/28/2004,04.00.00,0
0,0.014128728,0,0,12/28/2004,05.00.00,0
0,0.103610675,0,0,12/28/2004,07.00.00,0
0,0.240188383,0,0,12/28/2004,08.00.00,2
0,0.367346939,0,0,12/28/2004,09.00.00,2
0,0.240188383,0,0,12/28/2004,10.00.00,2
0,0.163265306,0,0,12/28/2004,12.00.00,1
0,0.232339089,0,0,12/28/2004,13.00.00,2
0,0.167974882,0,0,12/28/2004,15.00.00,1
0,0.2433281,0,0,12/28/2004,16.00.00,2
0,0.233908948,0,0,12/28/2004,17.00.00,2
0,0.175824176,0,0,12/28/2004,19.00.00,1
0,0.177394035,0,0,12/28/2004,20.00.00,1
0,0.100470958,0,0,12/28/2004,22.00.00,0
0,0.056514914,0,0,12/28/2004,23.00.00,0
0,0.045525903,0,0,12/29/2004,00.00.00,0
0,0.043956044,0,0,12/29/2004,01.00.00,0
0,0.025117739,0,0,12/29/2004,06.00.00,0
0,0.045525903,0,0,12/29/2004,09.00.00,0
0,0.047095761,0,0,12/29/2004,10.00.00,0
0,0.051805338,0,0,12/29/2004,11.00.00,0
0,0.067503925,0,0,12/29/2004,12.00.00,0
0,0.086342229,0,0,12/29/2004,13.00.00,0
0,0.070643642,0,0,12/29/2004,14.00.00,0
0,0.064364207,0,0,12/29/2004,15.00.00,0
0,0.070643642,0,0,12/29/2004,16.00.00,0
0,0.076923077,0,0,12/29/2004,17.00.00,0
0,0.141287284,0,0,12/29/2004,18.00.00,1
0,0.141287284,0,0,12/29/2004,19.00.00,1
0,0.113029827,0,0,12/29/2004,20.00.00,0
0,0.051805338,0,0,12/29/2004,22.00.00,0
0,0.042386185,0,0,12/29/2004,23.00.00,0
0,0.034536892,0,0,12/30/2004,00.00.00,0
0,0.043956044,0,0,12/30/2004,01.00.00,0
0,0.023547881,0,0,12/30/2004,03.00.00,0
0,0.014128728,0,0,12/30/2004,04.00.00,0
0,0.017268446,0,0,12/30/2004,05.00.00,0
0,0.010989011,0,0,12/30/2004,06.00.00,0
0,0.021978022,0,0,12/30/2004,07.00.00,0
0,0.09733124,0,0,12/30/2004,08.00.00,0
0,0.095761381,0,0,12/30/2004,09.00.00,0
0,0.064364207,0,0,12/30/2004,11.00.00,0
0,0.069073783,0,0,12/30/2004,12.00.00,0
0,0.067503925,0,0,12/30/2004,14.00.00,0
0,0.056514914,0,0,12/30/2004,15.00.00,0
0,0.075353218,0,0,12/30/2004,17.00.00,0
0,0.081632653,0,0,12/30/2004,19.00.00,0
0,0.160125589,0,0,12/30/2004,20.00.00,1
0,0.086342229,0,0,12/30/2004,21.00.00,0
0,0.075353218,0,0,12/31/2004,01.00.00,0
0,0.047095761,0,0,12/31/2004,02.00.00,0
0,0.018838305,0,0,12/31/2004,03.00.00,0
0,0.006279435,0,0,12/31/2004,04.00.00,0
0,0.025117739,0,0,12/31/2004,08.00.00,0
0,0.04866562,0,0,12/31/2004,09.00.00,0
0,0.087912088,0,0,12/31/2004,10.00.00,0
0,0.059654631,0,0,12/31/2004,12.00.00,0
0,0.064364207,0,0,12/31/2004,15.00.00,0
0,0.119309262,0,0,12/31/2004,17.00.00,0
0,0.095761381,0,0,12/31/2004,18.00.00,0
0,0.083202512,0,0,12/31/2004,20.00.00,0
0,0.086342229,0,0,12/31/2004,21.00.00,0
0,0.087912088,0,0,12/31/2004,22.00.00,0
0,0.072213501,0,0,12/31/2004,23.00.00,0
0,0.065934066,0,0,1/1/2005,00.00.00,0
0.134453782,0.138147567,0.145368492,0.311764706,1/1/2005,01.00.00,1
0.210084034,0.117739403,0.202839757,0.379411765,1/1/2005,02.00.00,2
0.226890756,0.119309262,0,0,1/1/2005,03.00.00,2
0.159663866,0.087912088,0.171061528,0.370588235,1/1/2005,04.00.00,2
0.117647059,0.075353218,0.122379986,0.311764706,1/1/2005,05.00.00,1
0.12605042,0.083202512,0.115618661,0.291176471,1/1/2005,06.00.00,1
0.117647059,0.070643642,0.113590264,0.285294118,1/1/2005,07.00.00,1
0.092436975,0.047095761,0.114266396,0.276470588,1/1/2005,08.00.00,1
0.100840336,0.073783359,0.128465179,0.285294118,1/1/2005,10.00.00,1
0.142857143,0.08477237,0.152129817,0.332352941,1/1/2005,11.00.00,2
0.193277311,0.116169545,0.176470588,0.367647059,1/1/2005,12.00.00,2
0.18487395,0.131868132,0.258282623,0.432352941,1/1/2005,13.00.00,2
0.201680672,0.139717425,0.24137931,0.45,1/1/2005,14.00.00,2
0.176470588,0.120879121,0.211629479,0.408823529,1/1/2005,16.00.00,2
0.394957983,0.260596546,0.562542258,0.561764706,1/1/2005,18.00.00,2
0.302521008,0.178963893,0.420554429,0.505882353,1/1/2005,19.00.00,2
0.210084034,0.124018838,0.271805274,0.444117647,1/1/2005,20.00.00,2
0.176470588,0.100470958,0.199459094,0.382352941,1/1/2005,22.00.00,2
0.142857143,0.081632653,0.15010142,0.338235294,1/1/2005,23.00.00,2
0.151260504,0.081632653,0.15551048,0.329411765,1/2/2005,00.00.00,2
0.109243697,0.070643642,0,0,1/2/2005,03.00.00,0
0.092436975,0.042386185,0.0831643,0.220588235,1/2/2005,05.00.00,1
0.084033613,0.037676609,0.100067613,0.241176471,1/2/2005,06.00.00,1
0.084033613,0.040816327,0.096686951,0.244117647,1/2/2005,07.00.00,1
0.100840336,0.053375196,0.121703854,0.258823529,1/2/2005,08.00.00,1
0.109243697,0.06122449,0.15280595,0.311764706,1/2/2005,09.00.00,1
0.134453782,0.076923077,0.171737661,0.329411765,1/2/2005,10.00.00,2
0.18487395,0.117739403,0.251521298,0.414705882,1/2/2005,11.00.00,2
0.18487395,0.111459969,0.256254226,0.435294118,1/2/2005,12.00.00,2
0.176470588,0.102040816,0.232589588,0.470588235,1/2/2005,14.00.00,2
0.134453782,0.086342229,0.174442191,0.402941176,1/2/2005,15.00.00,2
0.235294118,0.164835165,0.320486815,0.491176471,1/2/2005,16.00.00,2
0.218487395,0.139717425,0.296146045,0.482352941,1/2/2005,17.00.00,2
0.235294118,0.138147567,0.304935767,0.488235294,1/2/2005,18.00.00,2
0.285714286,0.204081633,0.378634212,0.511764706,1/2/2005,20.00.00,2
0.260504202,0,0.325895876,0.476470588,1/2/2005,23.00.00,2
0.25210084,0,0.29479378,0.438235294,1/3/2005,00.00.00,2
0.285714286,0,0.31913455,0.464705882,1/3/2005,01.00.00,2
0.25210084,0,0.256254226,0.420588235,1/3/2005,02.00.00,2
0.226890756,0,0,0,1/3/2005,03.00.00,2
0,0,0.193373901,0.355882353,1/3/2005,04.00.00,2
0.092436975,0,0.104800541,0.270588235,1/3/2005,05.00.00,1
0.151260504,0,0.247464503,0.355882353,1/3/2005,07.00.00,2
0.302521008,0,0.420554429,0.482352941,1/3/2005,08.00.00,2
0.159663866,0,0.23597025,0.382352941,1/3/2005,10.00.00,2
0.142857143,0,0.179175118,0.338235294,1/3/2005,12.00.00,2
0.134453782,0,0.160243408,0.3,1/3/2005,14.00.00,1
0.142857143,0,0.198782961,0.358823529,1/3/2005,15.00.00,2
0.18487395,0,0.2224476,0.405882353,1/3/2005,16.00.00,2
0.327731092,0,0.408384043,0.520588235,1/3/2005,18.00.00,2
0.420168067,0,0.492224476,0.558823529,1/3/2005,19.00.00,2
0.352941176,0,0.441514537,0.535294118,1/3/2005,20.00.00,2
0.268907563,0,0.344151454,0.479411765,1/3/2005,21.00.00,2
0.142857143,0,0.187288709,0.397058824,1/3/2005,22.00.00,2
0.12605042,0,0.181203516,0.382352941,1/3/2005,23.00.00,2
0.109243697,0,0.130493577,0.344117647,1/4/2005,00.00.00,2
0.100840336,0,0.112914131,0.305882353,1/4/2005,01.00.00,1
0.109243697,0,0.107505071,0.285294118,1/4/2005,02.00.00,1
0.067226891,0,0,0,1/4/2005,03.00.00,0
0.075630252,0,0.123056119,0.276470588,1/4/2005,06.00.00,1
0.092436975,0,0.177146721,0.347058824,1/4/2005,07.00.00,2
0.302521008,0,0.365111562,0.5,1/4/2005,09.00.00,2
0.260504202,0,0.324543611,0.502941176,1/4/2005,10.00.00,2
0.277310924,0,0.411088573,0.576470588,1/4/2005,11.00.00,2
0.285714286,0,0.394861393,0.561764706,1/4/2005,12.00.00,2
0.218487395,0,0.268424611,0.435294118,1/4/2005,14.00.00,2
0.25210084,0,0.319810683,0.505882353,1/4/2005,15.00.00,2
0.243697479,0,0.249492901,0.485294118,1/4/2005,16.00.00,2
0.319327731,0,0.359702502,0.541176471,1/4/2005,17.00.00,2
0.319327731,0,0.336713996,0.508823529,1/4/2005,18.00.00,2
0.302521008,0,0.329276538,0.511764706,1/4/2005,19.00.00,2
0.378151261,0,0.425287356,0.532352941,1/4/2005,20.00.00,2
0.31092437,0,0.339418526,0.488235294,1/4/2005,21.00.00,2
0.201680672,0,0.257606491,0.441176471,1/4/2005,22.00.00,2
0.142857143,0.087912088,0.15280595,0.352941176,1/5/2005,01.00.00,2
0.168067227,0.133437991,0,0,1/5/2005,03.00.00,1
0.168067227,0.120879121,0.175794456,0.326470588,1/5/2005,04.00.00,2
0.142857143,0.106750392,0.16362407,0.320588235,1/5/2005,05.00.00,1
0.151260504,0.127158556,0.180527383,0.323529412,1/5/2005,06.00.00,2
0.18487395,0.174254317,0.277890467,0.370588235,1/5/2005,07.00.00,2
0.31092437,0.257456829,0.45300879,0.435294118,1/5/2005,08.00.00,2
0.403361345,0.339089482,0.561189993,0.476470588,1/5/2005,09.00.00,2
0.403361345,0.302982732,0.571331981,0.508823529,1/5/2005,10.00.00,2
0.43697479,0.359497645,0.670723462,0.582352941,1/5/2005,11.00.00,2
0.495798319,0.397174254,0.76402975,0.644117647,1/5/2005,12.00.00,2
0.495798319,0.395604396,0.660581474,0.605882353,1/5/2005,13.00.00,2
0.260504202,0.20722135,0.310344828,0.455882353,1/5/2005,14.00.00,2
0.218487395,0.218210361,0.233941853,0.441176471,1/5/2005,15.00.00,2
0.235294118,0.216640502,0.258958756,0.435294118,1/5/2005,16.00.00,2
0.235294118,0.211930926,0.279918864,0.464705882,1/5/2005,17.00.00,2
0.235294118,0.211930926,0.250169033,0.447058824,1/5/2005,18.00.00,2
0.277310924,0.233908948,0.255578093,0.432352941,1/5/2005,20.00.00,2
0.226890756,0.186813187,0.24137931,0.423529412,1/5/2005,21.00.00,2
0.134453782,0.087912088,0.137254902,0.338235294,1/6/2005,00.00.00,2
0.142857143,0.08477237,0.14198783,0.341176471,1/6/2005,01.00.00,2
0.134453782,0.08477237,0.133874239,0.329411765,1/6/2005,02.00.00,2
0.117647059,0.054945055,0,0,1/6/2005,03.00.00,0
0.075630252,0.053375196,0.060175794,0.197058824,1/6/2005,05.00.00,0
0.058823529,0.040816327,0.070317782,0.202941176,1/6/2005,07.00.00,0
0.092436975,0.062794349,0.129817444,0.314705882,1/6/2005,08.00.00,1
0.168067227,0.133437991,0.199459094,0.405882353,1/6/2005,13.00.00,2
0.12605042,0.100470958,0.132521974,0.326470588,1/6/2005,15.00.00,1
0.168067227,0.124018838,0.160243408,0.358823529,1/6/2005,16.00.00,2
0.176470588,0.139717425,0.237998648,0.45,1/6/2005,18.00.00,2
0.235294118,0.19466248,0.329952671,0.497058824,1/6/2005,19.00.00,2
0.134453782,0.114599686,0.160243408,0.373529412,1/6/2005,22.00.00,2
0.109243697,0.067503925,0.110885734,0.288235294,1/7/2005,00.00.00,1
0.117647059,0.056514914,0.096010818,0.261764706,1/7/2005,01.00.00,1
0.084033613,0.039246468,0,0,1/7/2005,03.00.00,0
0.084033613,0.039246468,0.08586883,0.226470588,1/7/2005,04.00.00,1
0.050420168,0.021978022,0.049357674,0.161764706,1/7/2005,05.00.00,0
0.058823529,0.028257457,0.067613252,0.185294118,1/7/2005,06.00.00,0
0.084033613,0.04866562,0.085192698,0.202941176,1/7/2005,07.00.00,0
0.142857143,0.119309262,0.192021636,0.291176471,1/7/2005,08.00.00,2
0.25210084,0.240188383,0.283299527,0.367647059,1/7/2005,09.00.00,2
0.201680672,0.14599686,0.292089249,0.361764706,1/7/2005,10.00.00,2
0.218487395,0.166405024,0.301555105,0.438235294,1/7/2005,12.00.00,2
0.210084034,0.178963893,0.31372549,0.402941176,1/7/2005,13.00.00,2
0.25210084,0.205651491,0.341446924,0.432352941,1/7/2005,14.00.00,2
0.277310924,0.232339089,0.381338742,0.494117647,1/7/2005,15.00.00,2
0.319327731,0.259026688,0.422582826,0.529411765,1/7/2005,16.00.00,2
0.420168067,0.337519623,0.481406356,0.529411765,1/7/2005,18.00.00,2
0.478991597,0.348508634,0.488843813,0.523529412,1/7/2005,19.00.00,2
0.420168067,0.321821036,0.478025693,0.467647059,1/7/2005,20.00.00,2
0.117647059,0.072213501,0.126436782,0.279411765,1/8/2005,02.00.00,1
0.117647059,0.059654631,0,0,1/8/2005,03.00.00,0
0.100840336,0.053375196,0.114266396,0.258823529,1/8/2005,04.00.00,1
0.100840336,0.053375196,0.124408384,0.276470588,1/8/2005,05.00.00,1
0.100840336,0.056514914,0.138607167,0.285294118,1/8/2005,06.00.00,1
0.109243697,0.070643642,0.144016227,0.273529412,1/8/2005,07.00.00,1
0.285714286,0.230769231,0.39418526,0.370588235,1/8/2005,09.00.00,2
0.25210084,0.177394035,0.312373225,0.391176471,1/8/2005,10.00.00,2
0.226890756,0.175824176,0.279918864,0.408823529,1/8/2005,12.00.00,2
0.235294118,0.205651491,0.29749831,0.432352941,1/8/2005,13.00.00,2
0.260504202,0.200941915,0.334685598,0.529411765,1/8/2005,15.00.00,2
0.361344538,0.296703297,0.434753212,0.570588235,1/8/2005,16.00.00,2
0.386554622,0.28100471,0.490196078,0.564705882,1/8/2005,17.00.00,2
0.361344538,0.259026688,0.461798513,0.552941176,1/8/2005,18.00.00,2
0.361344538,0.265306122,0.460446247,0.526470588,1/8/2005,19.00.00,2
0.462184874,0.351648352,0.563218391,0.576470588,1/8/2005,20.00.00,2
0.285714286,0.213500785,0.347532116,0.497058824,1/8/2005,21.00.00,2
0.201680672,0.142857143,0.250845166,0.444117647,1/8/2005,22.00.00,2
0.134453782,0.094191523,0.144016227,0.361764706,1/8/2005,23.00.00,2
0.142857143,0.098901099,0.16362407,0.373529412,1/9/2005,00.00.00,2
0.134453782,0.086342229,0.162947938,0.373529412,1/9/2005,01.00.00,2
0,0.03610675,0.047329277,0.161764706,1/9/2005,04.00.00,0
0.042016807,0.025117739,0.037187289,0.135294118,1/9/2005,07.00.00,0
0.050420168,0.031397174,0.062880325,0.179411765,1/9/2005,08.00.00,0
0.058823529,0.029827316,0.054766734,0.176470588,1/9/2005,09.00.00,0
0.159663866,0.127158556,0.192021636,0.373529412,1/9/2005,12.00.00,2
0.159663866,0.127158556,0.177146721,0.376470588,1/9/2005,13.00.00,2
0.18487395,0.138147567,0.235294118,0.458823529,1/9/2005,17.00.00,2
0.226890756,0.14599686,0.292089249,0.485294118,1/9/2005,19.00.00,2
0.218487395,0.182103611,0.283299527,0.45,1/9/2005,20.00.00,2
0.210084034,0.150706436,0.278566599,0.444117647,1/9/2005,21.00.00,2
0.12605042,0.091051805,0.150777552,0.385294118,1/9/2005,22.00.00,2
0.159663866,0.117739403,0.16362407,0.376470588,1/9/2005,23.00.00,2
0.168067227,0.116169545,0.194726166,0.402941176,1/10/2005,00.00.00,2
0.100840336,0.06122449,0.095334686,0.282352941,1/10/2005,02.00.00,1
0.075630252,0.032967033,0,0,1/10/2005,03.00.00,0
0,0.028257457,0.043272481,0.158823529,1/10/2005,05.00.00,0
0,0.047095761,0.070993915,0.194117647,1/10/2005,06.00.00,0
0.294117647,0.335949765,0.398918188,0.429411765,1/10/2005,09.00.00,2
0.176470588,0.252747253,0.400270453,0.4,1/10/2005,10.00.00,2
0.176470588,0.257456829,0.4719405,0.423529412,1/10/2005,11.00.00,2
0.142857143,0.232339089,0.325895876,0.391176471,1/10/2005,12.00.00,2
0.218487395,0.315541601,0.3887762,0.435294118,1/10/2005,13.00.00,2
0.201680672,0.302982732,0.336713996,0.447058824,1/10/2005,15.00.00,2
0.168067227,0.266875981,0.283975659,0.408823529,1/10/2005,17.00.00,2
0.168067227,0.26844584,0.255578093,0.394117647,1/10/2005,18.00.00,2
0.260504202,0.257456829,0.229885057,0.376470588,1/10/2005,19.00.00,2
0.277310924,0.229199372,0.303583502,0.4,1/10/2005,21.00.00,2
0.218487395,0.186813187,0.252873563,0.370588235,1/10/2005,22.00.00,2
0.12605042,0.076923077,0.143340095,0.314705882,1/11/2005,01.00.00,1
0.092436975,0.06122449,0.098715348,0.267647059,1/11/2005,02.00.00,1
0.058823529,0.045525903,0.064908722,0.205882353,1/11/2005,04.00.00,0
0.058823529,0.040816327,0.071670047,0.229411765,1/11/2005,05.00.00,1
0.075630252,0.051805338,0.07775524,0.220588235,1/11/2005,06.00.00,1
0.109243697,0.081632653,0.159567275,0.297058824,1/11/2005,07.00.00,1
0.268907563,0.298273155,0.39418526,0.4,1/11/2005,08.00.00,2
0.428571429,0.416012559,0.44759973,0.432352941,1/11/2005,09.00.00,2
